"title","year","imdb","metascore","gross"
"Dragon Ball Z: Wrath of the Dragon",1995,7.5,-1,-1
"Jury Duty",1995,4.4,-1,17014653
"The Brothers McMullen",1995,6.6,73,10246600
"Love Letter",1995,8.0,-1,-1
"Tales from the Hood",1995,6.4,-1,11797927
"Children of the Corn III: Urban Harvest",1995,4.2,-1,-1
"The White Balloon",1995,7.7,-1,474047
"When Night Is Falling",1995,6.5,-1,1194152
"Houseguest",1995,6.0,-1,26325256
"Fluke",1995,6.7,-1,3987649
"Wild Bill",1995,5.9,-1,2167808
"Never Talk to Strangers",1995,5.2,-1,6849998
"Angus",1995,6.7,-1,4821759
"Hideaway",1995,5.3,-1,12201255
"A Chinese Odyssey: Part Two - Cinderella",1995,8.0,-1,-1
"I.D.",1995,7.3,-1,-1
"La mirada de Ulises",1995,7.6,-1,42202
"3 hermanos... muy primos",1995,7.2,-1,-1
"Haunted",1995,6.2,-1,-1
"A Chinese Odyssey: Part One - Pandora's Box",1995,7.7,-1,-1
"Mad Love",1995,5.4,-1,15453274
"Embrace of the Vampire",1995,4.4,-1,-1
"Love Lessons",1995,6.9,-1,-1
"A Kid in King Arthur's Court",1995,4.7,34,13406717
"Jeffrey",1995,6.8,-1,3487767
"The Horseman on the Roof",1995,7.1,-1,1877179
"Bushwhacked",1995,5.6,-1,7919823
"Losing Isaiah",1995,6.5,-1,7603766
"Godzilla vs. Destoroyah",1995,7.0,-1,-1
"Beyond the Clouds",1995,6.5,66,30890
"Senior Trip",1995,5.8,-1,4686937
"The Baby-Sitters Club",1995,5.8,-1,9685976
"Two Much",1995,5.4,-1,592871
"Mute Witness",1995,6.7,-1,1204430
"La joya de Shanghai",1995,7.1,77,2300000
"Carrington",1995,6.8,-1,3242342
"Jack & Sarah",1995,6.7,-1,218626
"Maborosi",1995,7.5,92,-1
"Last of the Dogmen",1995,7.0,-1,7400000
"The Star Maker",1995,7.4,-1,116797
"The Enforcer",1995,6.6,-1,-1
"Beyond Rangoon",1995,6.6,-1,5750110
"The Hunted",1995,6.0,-1,6607652
"Cyclo",1995,7.3,-1,82620
"The Babysitter",1995,4.3,-1,-1
"Bye Bye Love",1995,6.2,-1,12100000
"I'm Alone, You're Alone",1995,7.0,-1,-1
"French Twist",1995,6.4,-1,1400000
"White Man's Burden",1995,5.3,-1,3760515
"Spadikam",1995,8.6,-1,-1
"The Pebble and the Penguin",1995,5.6,-1,3983912
"Party Girl",1995,6.6,55,472370
"Angels and Insects",1995,6.8,-1,5304000
"Heavy",1995,6.8,75,986128
"The Incredibly True Adventure of Two Girls in Love",1995,6.5,-1,1977544
"Sabse Bada Khiladi",1995,6.0,-1,-1
"Nelly & Monsieur Arnaud",1995,7.3,-1,858345
"Gold Diggers: The Secret of Bear Mountain",1995,6.0,-1,6029091
"Theodore Rex",1995,2.4,-1,-1
"High Risk",1995,6.1,-1,-1
"The Amazing Panda Adventure",1995,5.8,-1,7506759
"Peculiarities of the National Hunt",1995,7.5,-1,-1
"My Family",1995,7.3,-1,11079373
"Kuruthipunal",1995,8.5,-1,-1
"Ram Jaane",1995,5.4,-1,-1
"Testigo de excepción",1995,7.4,-1,1035890
"The Passion of Darkly Noon",1995,5.9,-1,-1
"Funny Bones",1995,6.8,-1,532268
"Moonlight and Valentino",1995,5.7,-1,2488858
"The Young Poisoner's Handbook",1995,7.1,-1,749812
"Tall Tale",1995,5.9,-1,8247627
"Coldblooded",1995,6.7,-1,-1
"Glory Daze",1995,5.5,-1,-1
"Hearts & Minds",1995,4.7,-1,-1
"Evil Ed",1995,5.6,-1,-1
"Flodder 3",1995,5.5,-1,-1
"Two Bits",1995,6.2,-1,26282
"Underneath",1995,6.1,69,536023
"Top Dog",1995,4.3,-1,5093707
"Ice Cream Man",1995,4.9,-1,-1
"Miami Rhapsody",1995,5.3,-1,5221281
"Fist of the North Star",1995,3.9,-1,-1
"Nothing Funny",1995,7.4,-1,-1
"Tokyo Fist",1995,7.1,-1,-1
"Ángeles guardianes",1995,5.9,-1,-1
"The Grass Harp",1995,7.0,-1,493007
"The Blade",1995,7.1,-1,-1
"Unstrung Heroes",1995,6.7,70,7929241
"A Story About Love",1995,2.3,-1,-1
"Midaq Alley",1995,7.4,-1,-1
"New Jersey Drive",1995,6.7,-1,3565508
"Gamera: El guardián del universo",1995,6.9,-1,-1
"Georgia",1995,6.6,81,1110104
"Three Wishes",1995,6.1,-1,7025496
"Jefferson in Paris",1995,5.8,45,2474000
"Bad Company",1995,5.4,-1,3700000
"Le Bonheur (...est dans le Pre)",1995,7.0,-1,414736
"Dr. Jekyll and Ms. Hyde",1995,4.5,-1,2763020
"Stuart Saves His Family",1995,5.2,54,911310
"Far from Home: The Adventures of Yellow Dog",1995,6.4,-1,11642946
"Muthu",1995,7.6,-1,-1
"An Awfully Big Adventure",1995,6.0,-1,258195
"Om",1995,8.8,-1,-1
"Coolie No. 1",1995,6.2,-1,-1
"Blue Juice",1995,5.3,64,-1
"Trimurti",1995,4.8,-1,-1
"The Jerky Boys",1995,4.9,-1,7557877
"In the Bleak Midwinter",1995,7.1,-1,346839
"Palookaville",1995,6.5,-1,315230
"No Way Back",1995,5.1,-1,-1
"Little Sister",1995,6.9,-1,-1
"Panther",1995,6.5,-1,6834525
"The Five",1995,6.8,-1,-1
"Destiny Turns on the Radio",1995,4.6,-1,1176982
"Viaggi di nozze",1995,6.6,-1,-1
"Kummeli Stories",1995,7.1,-1,-1
"Sixty Million Dollar Man",1995,6.3,-1,-1
"Rumpelstiltskin",1995,4.5,-1,294991
"Guddu",1995,4.2,-1,-1
"A Month by the Lake",1995,6.2,-1,2196534
"Redhat and Cousin",1995,8.1,-1,-1
"Gamble",1995,6.5,-1,-1
"Killer: A Journal of Murder",1995,6.3,-1,65682
"The Perez Family",1995,6.0,-1,2832826
"Wild Side",1995,5.6,-1,-1
"Shinjuku Triad Society",1995,6.7,-1,-1
"El fabricante de la muerte",1995,7.6,-1,-1
"Out of the Dark",1995,6.9,-1,-1
"Fresh Bait",1995,6.8,-1,40617
"The Shooter",1995,5.1,-1,-1
"Best of the Best 3: No Turning Back",1995,4.9,-1,-1
"Sombra en la carretera",1995,6.4,-1,-1
"Delta of Venus",1995,4.7,-1,62949
"The Jonsson Gang's Greatest Robbery",1995,4.9,-1,-1
"Elisa",1995,6.6,-1,112968
"Flirt",1995,6.3,46,76875
"Zamaana Deewana",1995,4.9,-1,-1
"Bert: The Last Virgin",1995,5.8,-1,-1
"Butterfly Kiss",1995,6.3,61,-1
"Magic in the Water",1995,5.5,-1,2643346
"Snowman",1995,6.9,-1,-1
"The Garden",1995,7.8,-1,-1
"Zero Kelvin",1995,7.3,-1,-1
"Magnetic Rose",1995,8.2,-1,-1
"Carnosaur 2",1995,3.8,-1,-1
"Rough Magic",1995,5.5,-1,171979
"Institute Benjamenta, or This Dream People Call Human Life",1995,7.1,-1,-1
"Above Suspicion",1995,6.8,-1,-1
"Roommates",1995,6.4,-1,12100000
"Cold Fever",1995,7.0,-1,337560
"Nobody Will Speak of Us When We're Dead",1995,7.0,-1,-1
"Fall Time",1995,5.5,-1,-1
"Napoleon",1995,6.1,-1,47687
"Cry, the Beloved Country",1995,6.8,71,676525
"Premeditated Murder",1995,8.1,-1,-1
"Live Nude Girls",1995,5.2,-1,-1
"Shirli-myrli",1995,7.1,-1,-1
"Rendezvous in Paris",1995,7.3,-1,730099
"Foreign Land",1995,7.4,-1,-1
"Boca a boca",1995,6.4,-1,-1
"Oh Darling Yeh Hai India",1995,4.1,-1,-1
"The Outpost",1995,4.0,-1,-1
"Stonewall",1995,6.8,-1,616248
"Brother of Sleep",1995,7.0,-1,-1
"Secreto de confesión",1995,7.5,-1,575001
"A Single Girl",1995,6.9,-1,136153
"The Scent of Joseph's Shirt",1995,6.7,-1,-1
"Nach Fünf im Urwald",1995,7.0,-1,-1
"Wild Horses",1995,7.2,-1,-1
"Small Faces",1995,7.0,-1,-1
"Guantanamera",1995,6.9,-1,751478
"Sailor Moon Super S: The Movie: Black Dream Hole",1995,7.5,-1,-1
"Born to Be Wild",1995,5.2,-1,3674841
"Habit",1995,6.5,-1,-1
"Tato",1995,7.2,-1,-1
"Night of the Running Man",1995,5.9,-1,-1
"The Immortals",1995,5.6,-1,-1
"Like Grains of Sand",1995,7.5,-1,-1
"El cuarteto",1995,6.7,-1,-1
"Angel Baby",1995,7.0,-1,-1
"Mannar Mathai Speaking",1995,7.9,-1,-1
"Margaret's Museum",1995,7.1,-1,524963
"P.O. Box Tinto Brass",1995,5.2,-1,-1
"The Purse Snatcher",1995,5.3,-1,-1
"The King",1995,7.8,-1,-1
"Carlota Joaquina, Princesa do Brazil",1995,6.7,-1,-1
"Filmpje!",1995,5.5,-1,-1
"I laureati",1995,6.4,-1,-1
"Sathi Leelavathi",1995,8.2,-1,-1
"Iron Eagle IV",1995,3.3,-1,-1
"Search and Destroy",1995,5.4,-1,389731
"According to Pereira",1995,7.1,-1,-1
"Denise Calls Up",1995,6.6,-1,168614
"Stories from the Kronen",1995,6.1,-1,-1
"Une femme française",1995,6.3,-1,170149
"Malicious",1995,5.1,-1,-1
"God's Comedy",1995,7.6,-1,-1
"Barsaat",1995,5.4,-1,-1
"Jack-O",1995,3.3,-1,-1
"Les cent et une nuits de Simon Cinéma",1995,6.2,-1,-1
"Última hora",1995,5.9,-1,-1
"Heatseeker",1995,4.1,-1,-1
"Toyour elzalam",1995,7.3,-1,-1
"The Final Cut",1995,5.6,-1,-1
"Peace Hotel",1995,6.2,-1,-1
"The Tie That Binds",1995,5.0,-1,5780000
"Bay E",1995,2.9,-1,-1
"Lang leve de koningin",1995,7.2,-1,-1
"Soldier Boyz",1995,4.3,-1,-1
"The Chinese Feast",1995,6.9,-1,-1
"Night of the Scarecrow",1995,5.3,-1,-1
"Black Scorpion",1995,4.7,-1,-1
"Evolver",1995,5.6,-1,-1
"Good Men, Good Women",1995,7.1,-1,-1
"Proteus",1995,4.1,-1,-1
"Drunks",1995,6.3,-1,-1
"The Fear",1995,3.5,-1,-1
"Xtro 3: Watch the Skies",1995,3.5,-1,-1
"Los aprendices",1995,7.0,-1,-1
"301/302",1995,6.4,-1,-1
"Spitfire",1995,5.1,-1,-1
"A Pyromaniac's Love Story",1995,5.3,-1,468240
"Kristin Lavransdatter",1995,4.4,-1,-1
"The Convent",1995,6.1,-1,52609
"Grim",1995,2.3,-1,-1
"The Demolitionist",1995,4.3,-1,-1
"Vendetta",1995,5.9,-1,-1
"30:e november",1995,4.0,-1,-1
"The Journey of August King",1995,6.5,-1,-1
"Without Evidence",1995,4.1,-1,-1
"Steal Big Steal Little",1995,4.8,-1,6278139
"Aasai",1995,7.6,-1,-1
"Martyrdom",1995,5.2,-1,-1
"En på miljonen",1995,5.1,-1,-1
"Project: Metalbeast",1995,4.7,-1,-1
"I Like to Play Games",1995,5.1,-1,-1
"Sorceress",1995,3.9,-1,-1
"La scuola",1995,7.0,-1,-1
"To the Limit",1995,3.1,-1,-1
"Eggs",1995,6.7,-1,-1
"Kivenpyörittäjän kylä",1995,6.6,-1,-1
"Elke",1995,4.7,-1,-1
"Like It Never Was Before",1995,6.4,-1,-1
"Frankie Starlight",1995,6.5,-1,78168
"Angela",1995,6.4,-1,-1
"Attack of the 60 Foot Centerfold",1995,3.8,-1,-1
"Menino Maluquinho: O Filme",1995,6.4,-1,-1
"Innocent Lies",1995,4.6,-1,-1
"Pie in the Sky",1995,5.7,-1,-1
"No Contest",1995,4.5,-1,-1
"Slayers the Motion Picture",1995,7.0,-1,-1
"Mera Damad",1995,4.5,-1,-1
"Pari",1995,6.6,-1,-1
"Terminal Force",1995,3.4,-1,-1
"No te mueras sin decirme adónde vas",1995,6.9,-1,-1
"Gumby: The Movie",1995,6.3,-1,57100
"Pulkownik Kwiatkowski",1995,7.1,-1,-1
"The Neon Bible",1995,6.2,60,27274
"Terror Rules Everywhere",1995,5.3,-1,-1
"Bakhit and Adeela",1995,5.7,-1,-1
"The Walking Dead",1995,4.9,-1,6014340
"The Phantom Lover",1995,6.4,-1,-1
"Bikini Drive-In",1995,4.2,-1,-1
"Separate Lives",1995,5.0,-1,961147
"Selvaggi",1995,4.8,-1,-1
"Men Behind the Sun 4",1995,5.9,-1,-1
"Raja",1995,5.3,-1,-1
"Eko Eko Azarak: Wizard of Darkness",1995,5.9,-1,-1
"Talk of the Town",1995,6.3,-1,-1
"Witchboard III: The Possession",1995,4.3,-1,-1
"The Stars Fell on Henrietta",1995,6.6,-1,99318
"The Hounds of Riga",1995,5.5,-1,-1
"Automatic",1995,5.3,-1,-1
"The Maddening",1995,4.8,-1,-1
"Payback",1995,5.8,-1,-1
"Red Cherry",1995,6.9,-1,-1
"A Fistful of Fingers",1995,6.1,-1,-1
"Hola, ¿estás sola?",1995,6.4,-1,-1
"Love Dance",1995,5.7,-1,-1
"The Blue Villa",1995,8.3,-1,-1
"Phoenix 2",1995,3.7,-1,-1
"Así en el cielo como en la tierra",1995,6.8,-1,-1
"Manneken Pis",1995,7.0,-1,-1
"Vacanze di Natale '95",1995,4.5,-1,-1
"Lupin III: Farewell to Nostradamus",1995,7.0,-1,-1
"Lie Down with Dogs",1995,4.8,-1,240280
"Frisk",1995,5.0,-1,-1
"Someone Else's America",1995,7.1,-1,-1
"Kamikaze Taxi",1995,7.4,-1,-1
"Wings of Courage",1995,6.4,-1,15054389
"Mlode wilki",1995,5.9,-1,-1
"Digital Man",1995,5.0,-1,-1
"The Grotesque",1995,5.5,-1,-1
"Rage",1995,5.7,-1,-1
"Palermo-Milan One Way",1995,6.3,-1,-1
"Serpent's Lair",1995,4.0,-1,-1
"Black Day Blue Night",1995,5.8,-1,-1
"La segunda vez",1995,6.9,-1,-1
"Gunfighter's Moon",1995,6.6,-1,-1
"The Tragic Burlesque",1995,7.2,-1,-1
"The Expert",1995,4.6,-1,-1
"Summer Snow",1995,7.9,-1,-1
"Pharaoh's Army",1995,6.7,-1,50652
"Mazhayethum Munpe",1995,7.4,-1,-1
"Madame Butterfly",1995,7.0,-1,-1
"The Corridor",1995,7.2,-1,-1
"Riverdance: The Show",1995,7.9,-1,-1
"Voodoo",1995,4.6,-1,-1
"The Viking Sagas",1995,5.3,-1,-1
"Naajayaz",1995,5.5,-1,-1
"The Pompatus of Love",1995,5.2,-1,-1
"Sebastian",1995,5.4,-1,-1
"The Snails' Senator",1995,7.4,-1,-1
"Mondo",1995,7.3,-1,-1
"Man with a Gun",1995,4.8,-1,-1
"The Blue-Veiled",1995,6.8,-1,-1
"Who Killed Pasolini?",1995,6.9,-1,-1
"Fireworks, Should We See It from the Side or the Bottom?",1995,7.1,-1,-1
"Paandav",1995,4.2,-1,-1
"Wendigo",1995,3.8,-1,-1
"Peda Rayudu",1995,7.2,-1,-1
"Return to Two Moon Junction",1995,3.7,-1,-1
"El holandés errante",1995,7.2,-1,-1
"Die Gebrüder Skladanowsky",1995,6.8,-1,-1
"American Daughter",1995,6.3,-1,-1
"Alien Terminator",1995,2.7,-1,-1
"Liste noire",1995,6.0,-1,1770789
"Maidan-E-Jung",1995,4.4,-1,-1
"Play Time",1995,5.8,-1,-1
"Feast of July",1995,6.1,-1,293274
"Cyberjack",1995,4.3,-1,-1
"Mad Dogs and Englishmen",1995,3.5,-1,-1
"The Girl with the Hungry Eyes",1995,6.8,-1,-1
"The Toilers and the Wayfarers",1995,6.2,-1,-1
"Sweet Nothing",1995,5.9,-1,79249
"Don't Forget You're Going to Die",1995,6.5,-1,-1
"The Low Life",1995,6.0,-1,-1
"Full Throttle",1995,6.6,-1,-1
"Between the Devil and the Deep Blue Sea",1995,7.1,-1,-1
"Bang",1995,6.3,-1,-1
"The Fateful Day",1995,7.3,-1,-1
"Up, Down, Fragile",1995,7.3,-1,-1
"Ji mo fang xin ju le bu",1995,2.8,-1,-1
"Ooru naito rongu: Sanji",1995,5.7,-1,-1
"Trainspotting",1996,8.1,83,16501785
"Fargo",1996,8.1,85,24611975
"Independence Day",1996,7.0,59,306169255
"Mission: Impossible",1996,7.1,59,180981856
"The Rock",1996,7.4,58,134069511
"Scream",1996,7.2,65,103046663
"From Dusk Till Dawn",1996,7.2,48,25753840
"Jerry Maguire",1996,7.3,77,153952592
"Romeo + Juliet",1996,6.7,60,46351345
"Mars Attacks!",1996,6.3,52,37771017
"Happy Gilmore",1996,7.0,31,38624000
"Primal Fear",1996,7.7,47,56116183
"Sleepers",1996,7.6,49,49100000
"The English Patient",1996,7.4,87,78651430
"Twister",1996,6.4,68,241721524
"Space Jam",1996,6.4,59,90463534
"The Cable Guy",1996,6.1,56,60240295
"The Hunchback of Notre Dame",1996,6.9,74,100138851
"A Time to Kill",1996,7.5,54,108766007
