CMDLINE 'c:\program files\python38\python.exe' .\metro_bikes_v2.py
MEM 0.566406 1603539804.0742
MEM 20.968750 1603539804.1743
MEM 33.945312 1603539804.2746
MEM 44.660156 1603539804.3747
MEM 59.882812 1603539804.4748
MEM 68.511719 1603539804.5749
MEM 72.355469 1603539804.6750
MEM 73.386719 1603539804.7751
MEM 74.542969 1603539804.8751
MEM 75.828125 1603539804.9752
MEM 76.941406 1603539805.0754
MEM 77.808594 1603539805.1759
MEM 78.960938 1603539805.2760
MEM 80.718750 1603539805.3761
MEM 82.121094 1603539805.4762
MEM 82.992188 1603539805.5763
MEM 83.804688 1603539805.6764
MEM 84.597656 1603539805.7766
MEM 85.324219 1603539805.8770
MEM 86.367188 1603539805.9772
MEM 87.503906 1603539806.0775
MEM 88.574219 1603539806.1778
MEM 89.667969 1603539806.2779
MEM 89.730469 1603539806.3780
MEM 90.777344 1603539806.4781
MEM 91.808594 1603539806.5782
MEM 92.835938 1603539806.6783
MEM 93.886719 1603539806.7784
MEM 94.917969 1603539806.8785
MEM 95.964844 1603539806.9786
MEM 96.980469 1603539807.0786
MEM 98.042969 1603539807.1787
MEM 99.074219 1603539807.2788
MEM 100.121094 1603539807.3796
MEM 101.089844 1603539807.4796
MEM 102.132812 1603539807.5800
MEM 103.167969 1603539807.6800
MEM 104.214844 1603539807.7801
MEM 105.246094 1603539807.8802
MEM 106.218750 1603539807.9803
MEM 107.273438 1603539808.0804
MEM 109.023438 1603539808.1805
MEM 109.324219 1603539808.2806
MEM 110.371094 1603539808.3807
MEM 111.363281 1603539808.4814
MEM 112.167969 1603539808.5815
MEM 112.726562 1603539808.6821
MEM 112.726562 1603539808.7822
MEM 112.804688 1603539808.8823
MEM 113.046875 1603539808.9824
MEM 113.308594 1603539809.0825
MEM 114.152344 1603539809.1826
MEM 115.503906 1603539809.2827
MEM 116.761719 1603539809.3828
MEM 117.062500 1603539809.4829
MEM 117.062500 1603539809.5830
MEM 117.062500 1603539809.6831
MEM 117.062500 1603539809.7831
MEM 117.062500 1603539809.8832
MEM 117.062500 1603539809.9833
MEM 117.062500 1603539810.0834
MEM 117.062500 1603539810.1835
MEM 124.121094 1603539810.2836
MEM 127.957031 1603539810.3837
MEM 80.964844 1603539810.4838
